"fish_group","rcp","sector","year","value","agg"
"Silver sillago","RCP 2.6","All sectors",1953,58.67553396,"By fish group"
"Silver sillago","RCP 8.5","All sectors",1953,58.26156149,"By fish group"
"Slipmouths, ponyfishes","RCP 2.6","All sectors",1953,761.203093,"By fish group"
"Slipmouths, ponyfishes","RCP 8.5","All sectors",1953,759.4915396,"By fish group"
"Smelt-whitings","RCP 2.6","All sectors",1953,110.0472395,"By fish group"
"Smelt-whitings","RCP 8.5","All sectors",1953,109.7951436,"By fish group"
"Speckled shrimp","RCP 2.6","All sectors",1953,165.0626859,"By fish group"
"Speckled shrimp","RCP 8.5","All sectors",1953,163.131951,"By fish group"
"Stargazers","RCP 2.6","All sectors",1953,12.25047337,"By fish group"
"Stargazers","RCP 8.5","All sectors",1953,12.22271276,"By fish group"
"Threadfins","RCP 2.6","All sectors",1953,2029.7421729,"By fish group"
"Threadfins","RCP 8.5","All sectors",1953,2028.6097686,"By fish group"
"Thryssas","RCP 2.6","All sectors",1953,790.4089138,"By fish group"
"Thryssas","RCP 8.5","All sectors",1953,793.9416995,"By fish group"
"Toli shad","RCP 2.6","All sectors",1953,11.00557264,"By fish group"
"Toli shad","RCP 8.5","All sectors",1953,10.96243846,"By fish group"
"Torpedo scad","RCP 2.6","All sectors",1953,448.8555653,"By fish group"
"Torpedo scad","RCP 8.5","All sectors",1953,450.1712509,"By fish group"
"Upeneid goatfishes","RCP 2.6","All sectors",1953,12.5331035,"By fish group"
"Upeneid goatfishes","RCP 8.5","All sectors",1953,12.50486913,"By fish group"
"Whitefin wolf-herring","RCP 2.6","All sectors",1953,1368.766685,"By fish group"
"Whitefin wolf-herring","RCP 8.5","All sectors",1953,1362.950412,"By fish group"
"Yellowfin seabream","RCP 2.6","All sectors",1953,372.648258,"By fish group"
"Yellowfin seabream","RCP 8.5","All sectors",1953,372.6558563,"By fish group"
"Acetes shrimps","RCP 2.6","Artisanal",1954,708.1728411,"By fish group"
"Acetes shrimps","RCP 8.5","Artisanal",1954,710.6482572,"By fish group"
"Bombay duck","RCP 2.6","Artisanal",1954,7330.205603,"By fish group"
"Bombay duck","RCP 8.5","Artisanal",1954,7375.341284,"By fish group"
"Drums, croakers","RCP 2.6","Artisanal",1954,291.1504367,"By fish group"
"Drums, croakers","RCP 8.5","Artisanal",1954,292.1857474,"By fish group"
"Fourfinger threadfin","RCP 2.6","Artisanal",1954,0,"By fish group"
"Fourfinger threadfin","RCP 8.5","Artisanal",1954,0,"By fish group"
"Hilsa shad","RCP 2.6","Artisanal",1954,3313.415697,"By fish group"
"Hilsa shad","RCP 8.5","Artisanal",1954,3331.461995,"By fish group"
"Indian mackerel","RCP 2.6","Artisanal",1954,91.79551028,"By fish group"
"Indian mackerel","RCP 8.5","Artisanal",1954,96.50119341,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Artisanal",1954,413.993887,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Artisanal",1954,415.3890611,"By fish group"
"Others","RCP 2.6","Artisanal",1954,4803.373879,"By fish group"
"Others","RCP 8.5","Artisanal",1954,4883.85908,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Artisanal",1954,6766.264297,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Artisanal",1954,6783.634388,"By fish group"
"Silver pomfret","RCP 2.6","Artisanal",1954,7423.450562,"By fish group"
"Silver pomfret","RCP 8.5","Artisanal",1954,7470.142597,"By fish group"
"Threadfins","RCP 2.6","Artisanal",1954,505.5252276,"By fish group"
"Threadfins","RCP 8.5","Artisanal",1954,507.325837,"By fish group"
"Thryssas","RCP 2.6","Artisanal",1954,48.33069681,"By fish group"
"Thryssas","RCP 8.5","Artisanal",1954,48.97093682,"By fish group"
"Bombay duck","RCP 2.6","Industrial",1954,NA,"By fish group"
"Bombay duck","RCP 8.5","Industrial",1954,NA,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Industrial",1954,NA,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Industrial",1954,NA,"By fish group"
"Narrowbarred Spanish mackerel","RCP 2.6","Industrial",1954,NA,"By fish group"
"Narrowbarred Spanish mackerel","RCP 8.5","Industrial",1954,NA,"By fish group"
"Others","RCP 2.6","Industrial",1954,NA,"By fish group"
"Others","RCP 8.5","Industrial",1954,NA,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Industrial",1954,NA,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Industrial",1954,NA,"By fish group"
"Silver pomfret","RCP 2.6","Industrial",1954,NA,"By fish group"
"Silver pomfret","RCP 8.5","Industrial",1954,NA,"By fish group"
"Acetes shrimps","RCP 2.6","Subsistence",1954,5279.640851,"By fish group"
"Acetes shrimps","RCP 8.5","Subsistence",1954,5267.028746,"By fish group"
"Banana prawn","RCP 2.6","Subsistence",1954,1.293207561,"By fish group"
"Banana prawn","RCP 8.5","Subsistence",1954,1.290012471,"By fish group"
"Barramundi","RCP 2.6","Subsistence",1954,379.6540673,"By fish group"
"Barramundi","RCP 8.5","Subsistence",1954,389.7013838,"By fish group"
"Bartail flathead","RCP 2.6","Subsistence",1954,457.8025598,"By fish group"
"Bartail flathead","RCP 8.5","Subsistence",1954,457.2632417,"By fish group"
"Black pomfret","RCP 2.6","Subsistence",1954,351.2806369,"By fish group"
"Black pomfret","RCP 8.5","Subsistence",1954,352.4754689,"By fish group"
"Bombay duck","RCP 2.6","Subsistence",1954,31597.83924,"By fish group"
"Bombay duck","RCP 8.5","Subsistence",1954,31616.61773,"By fish group"
"Chinese silver pomfret","RCP 2.6","Subsistence",1954,527.4389559,"By fish group"
"Chinese silver pomfret","RCP 8.5","Subsistence",1954,526.1421201,"By fish group"
"Commercial shrimps and prawns","RCP 2.6","Subsistence",1954,615.2017084,"By fish group"
"Commercial shrimps and prawns","RCP 8.5","Subsistence",1954,613.823873,"By fish group"
"Cutlassfishes","RCP 2.6","Subsistence",1954,3091.766334,"By fish group"
"Cutlassfishes","RCP 8.5","Subsistence",1954,3104.117916,"By fish group"
"Drums, croakers","RCP 2.6","Subsistence",1954,14914.34528,"By fish group"
"Drums, croakers","RCP 8.5","Subsistence",1954,14886.82388,"By fish group"
"Fourfinger threadfin","RCP 2.6","Subsistence",1954,1610.346345,"By fish group"
"Fourfinger threadfin","RCP 8.5","Subsistence",1954,1600.923413,"By fish group"
"Garment anchovies","RCP 2.6","Subsistence",1954,2616.115028,"By fish group"
"Garment anchovies","RCP 8.5","Subsistence",1954,2610.248649,"By fish group"
"Giant tiger prawn","RCP 2.6","Subsistence",1954,187.8239483,"By fish group"
"Giant tiger prawn","RCP 8.5","Subsistence",1954,187.6332888,"By fish group"
"Green tiger prawn","RCP 2.6","Subsistence",1954,281.4577534,"By fish group"
"Green tiger prawn","RCP 8.5","Subsistence",1954,280.4516059,"By fish group"
"Grunters","RCP 2.6","Subsistence",1954,209.9201233,"By fish group"
"Grunters","RCP 8.5","Subsistence",1954,209.5491458,"By fish group"
"Herrings, sardines, menhadens","RCP 2.6","Subsistence",1954,7818.374344,"By fish group"
"Herrings, sardines, menhadens","RCP 8.5","Subsistence",1954,7801.20397,"By fish group"
"Hilsa shad","RCP 2.6","Subsistence",1954,335.7336817,"By fish group"
"Hilsa shad","RCP 8.5","Subsistence",1954,335.7169181,"By fish group"
"Indian mackerel","RCP 2.6","Subsistence",1954,6.09185595,"By fish group"
"Indian mackerel","RCP 8.5","Subsistence",1954,6.378076605,"By fish group"
"Indian white prawn","RCP 2.6","Subsistence",1954,185.1138901,"By fish group"
"Indian white prawn","RCP 8.5","Subsistence",1954,184.611393,"By fish group"
"Indo-Pacific prawns","RCP 2.6","Subsistence",1954,2067.49994,"By fish group"
"Indo-Pacific prawns","RCP 8.5","Subsistence",1954,2062.776092,"By fish group"
"Indo-Pacific swamp crab","RCP 2.6","Subsistence",1954,1112.065318,"By fish group"
"Indo-Pacific swamp crab","RCP 8.5","Subsistence",1954,1105.507173,"By fish group"
"Jacks, pompanos","RCP 2.6","Subsistence",1954,322.8256419,"By fish group"
"Jacks, pompanos","RCP 8.5","Subsistence",1954,324.1153278,"By fish group"
"Jarbua terapon","RCP 2.6","Subsistence",1954,1397.993361,"By fish group"
"Jarbua terapon","RCP 8.5","Subsistence",1954,1399.393948,"By fish group"
"Johns snapper","RCP 2.6","Subsistence",1954,944.9800375,"By fish group"
"Johns snapper","RCP 8.5","Subsistence",1954,953.0006443,"By fish group"
"Kuruma prawn","RCP 2.6","Subsistence",1954,5327.149748,"By fish group"
"Kuruma prawn","RCP 8.5","Subsistence",1954,5319.85025,"By fish group"
"Mullets, grey mullets","RCP 2.6","Subsistence",1954,3282.107665,"By fish group"
"Mullets, grey mullets","RCP 8.5","Subsistence",1954,3276.938086,"By fish group"
"Others","RCP 2.6","Subsistence",1954,48699.49349,"By fish group"
"Others","RCP 8.5","Subsistence",1954,48894.04758,"By fish group"
"Scats","RCP 2.6","Subsistence",1954,45.51089095,"By fish group"
"Scats","RCP 8.5","Subsistence",1954,45.4086276,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Subsistence",1954,11193.43474,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Subsistence",1954,11168.16125,"By fish group"
"Sepia cuttlefishes","RCP 2.6","Subsistence",1954,677.0704772,"By fish group"
"Sepia cuttlefishes","RCP 8.5","Subsistence",1954,679.7753684,"By fish group"
"Silver biddies","RCP 2.6","Subsistence",1954,342.9289102,"By fish group"
"Silver biddies","RCP 8.5","Subsistence",1954,342.2810297,"By fish group"
"Silver pomfret","RCP 2.6","Subsistence",1954,4785.489355,"By fish group"
"Silver pomfret","RCP 8.5","Subsistence",1954,4791.406682,"By fish group"
"Silver sillago","RCP 2.6","Subsistence",1954,59.3969939,"By fish group"
"Silver sillago","RCP 8.5","Subsistence",1954,58.96661001,"By fish group"
"Slipmouths, ponyfishes","RCP 2.6","Subsistence",1954,762.8661273,"By fish group"
"Slipmouths, ponyfishes","RCP 8.5","Subsistence",1954,761.1514573,"By fish group"
"Smelt-whitings","RCP 2.6","Subsistence",1954,111.4003533,"By fish group"
"Smelt-whitings","RCP 8.5","Subsistence",1954,111.1475481,"By fish group"
"Speckled shrimp","RCP 2.6","Subsistence",1954,341.9220818,"By fish group"
"Speckled shrimp","RCP 8.5","Subsistence",1954,342.669316,"By fish group"
"Stargazers","RCP 2.6","Subsistence",1954,12.32454033,"By fish group"
"Stargazers","RCP 8.5","Subsistence",1954,12.2969079,"By fish group"
"Threadfins","RCP 2.6","Subsistence",1954,1530.190168,"By fish group"
"Threadfins","RCP 8.5","Subsistence",1954,1527.275908,"By fish group"
"Thryssas","RCP 2.6","Subsistence",1954,769.275987,"By fish group"
"Thryssas","RCP 8.5","Subsistence",1954,772.3492386,"By fish group"
"Toli shad","RCP 2.6","Subsistence",1954,11.01174427,"By fish group"
"Toli shad","RCP 8.5","Subsistence",1954,10.96842752,"By fish group"
"Torpedo scad","RCP 2.6","Subsistence",1954,437.3241815,"By fish group"
"Torpedo scad","RCP 8.5","Subsistence",1954,438.6342963,"By fish group"
"Upeneid goatfishes","RCP 2.6","Subsistence",1954,12.58190026,"By fish group"
"Upeneid goatfishes","RCP 8.5","Subsistence",1954,12.55364104,"By fish group"
"Whitefin wolf-herring","RCP 2.6","Subsistence",1954,1249.495415,"By fish group"
"Whitefin wolf-herring","RCP 8.5","Subsistence",1954,1244.543806,"By fish group"
"Yellowfin seabream","RCP 2.6","Subsistence",1954,343.0015475,"By fish group"
"Yellowfin seabream","RCP 8.5","Subsistence",1954,343.0946638,"By fish group"
"All fish groups","RCP 2.6","All sectors",1954,188002.259063011,"Totals"
"All fish groups","RCP 8.5","All sectors",1954,188345.775088476,"Totals"
"All fish groups","RCP 2.6","Artisanal",1954,31695.67863749,"Totals"
"All fish groups","RCP 8.5","Artisanal",1954,31915.46037693,"Totals"
"All fish groups","RCP 2.6","Industrial",1954,0,"Totals"
"All fish groups","RCP 8.5","Industrial",1954,0,"Totals"
"All fish groups","RCP 2.6","Subsistence",1954,156306.580425521,"Totals"
"All fish groups","RCP 8.5","Subsistence",1954,156430.314711546,"Totals"
"Acetes shrimps","RCP 2.6","All sectors",1954,5987.8136921,"By fish group"
"Acetes shrimps","RCP 8.5","All sectors",1954,5977.6770032,"By fish group"
"Banana prawn","RCP 2.6","All sectors",1954,1.293207561,"By fish group"
"Banana prawn","RCP 8.5","All sectors",1954,1.290012471,"By fish group"
"Barramundi","RCP 2.6","All sectors",1954,379.6540673,"By fish group"
"Barramundi","RCP 8.5","All sectors",1954,389.7013838,"By fish group"
"Bartail flathead","RCP 2.6","All sectors",1954,457.8025598,"By fish group"
"Bartail flathead","RCP 8.5","All sectors",1954,457.2632417,"By fish group"
"Black pomfret","RCP 2.6","All sectors",1954,351.2806369,"By fish group"
"Black pomfret","RCP 8.5","All sectors",1954,352.4754689,"By fish group"
"Bombay duck","RCP 2.6","All sectors",1954,38928.044843,"By fish group"
"Bombay duck","RCP 8.5","All sectors",1954,38991.959014,"By fish group"
"Chinese silver pomfret","RCP 2.6","All sectors",1954,527.4389559,"By fish group"
"Chinese silver pomfret","RCP 8.5","All sectors",1954,526.1421201,"By fish group"
"Commercial shrimps and prawns","RCP 2.6","All sectors",1954,615.2017084,"By fish group"
"Commercial shrimps and prawns","RCP 8.5","All sectors",1954,613.823873,"By fish group"
"Cutlassfishes","RCP 2.6","All sectors",1954,3091.766334,"By fish group"
"Cutlassfishes","RCP 8.5","All sectors",1954,3104.117916,"By fish group"
"Drums, croakers","RCP 2.6","All sectors",1954,15205.4957167,"By fish group"
"Drums, croakers","RCP 8.5","All sectors",1954,15179.0096274,"By fish group"
"Fourfinger threadfin","RCP 2.6","All sectors",1954,1610.346345,"By fish group"
"Fourfinger threadfin","RCP 8.5","All sectors",1954,1600.923413,"By fish group"
"Garment anchovies","RCP 2.6","All sectors",1954,2616.115028,"By fish group"
"Garment anchovies","RCP 8.5","All sectors",1954,2610.248649,"By fish group"
"Giant tiger prawn","RCP 2.6","All sectors",1954,187.8239483,"By fish group"
"Giant tiger prawn","RCP 8.5","All sectors",1954,187.6332888,"By fish group"
"Green tiger prawn","RCP 2.6","All sectors",1954,281.4577534,"By fish group"
"Green tiger prawn","RCP 8.5","All sectors",1954,280.4516059,"By fish group"
"Grunters","RCP 2.6","All sectors",1954,209.9201233,"By fish group"
"Grunters","RCP 8.5","All sectors",1954,209.5491458,"By fish group"
"Herrings, sardines, menhadens","RCP 2.6","All sectors",1954,7818.374344,"By fish group"
"Herrings, sardines, menhadens","RCP 8.5","All sectors",1954,7801.20397,"By fish group"
"Hilsa shad","RCP 2.6","All sectors",1954,3649.1493787,"By fish group"
"Hilsa shad","RCP 8.5","All sectors",1954,3667.1789131,"By fish group"
"Indian mackerel","RCP 2.6","All sectors",1954,97.88736623,"By fish group"
"Indian mackerel","RCP 8.5","All sectors",1954,102.879270015,"By fish group"
"Indian white prawn","RCP 2.6","All sectors",1954,185.1138901,"By fish group"
"Indian white prawn","RCP 8.5","All sectors",1954,184.611393,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","All sectors",1954,413.993887,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","All sectors",1954,415.3890611,"By fish group"
"Indo-Pacific prawns","RCP 2.6","All sectors",1954,2067.49994,"By fish group"
"Indo-Pacific prawns","RCP 8.5","All sectors",1954,2062.776092,"By fish group"
"Indo-Pacific swamp crab","RCP 2.6","All sectors",1954,1112.065318,"By fish group"
"Indo-Pacific swamp crab","RCP 8.5","All sectors",1954,1105.507173,"By fish group"
"Jacks, pompanos","RCP 2.6","All sectors",1954,322.8256419,"By fish group"
"Jacks, pompanos","RCP 8.5","All sectors",1954,324.1153278,"By fish group"
"Jarbua terapon","RCP 2.6","All sectors",1954,1397.993361,"By fish group"
"Jarbua terapon","RCP 8.5","All sectors",1954,1399.393948,"By fish group"
"Johns snapper","RCP 2.6","All sectors",1954,944.9800375,"By fish group"
"Johns snapper","RCP 8.5","All sectors",1954,953.0006443,"By fish group"
"Kuruma prawn","RCP 2.6","All sectors",1954,5327.149748,"By fish group"
"Kuruma prawn","RCP 8.5","All sectors",1954,5319.85025,"By fish group"
"Mullets, grey mullets","RCP 2.6","All sectors",1954,3282.107665,"By fish group"
"Mullets, grey mullets","RCP 8.5","All sectors",1954,3276.938086,"By fish group"
"Narrowbarred Spanish mackerel","RCP 2.6","All sectors",1954,0,"By fish group"
"Narrowbarred Spanish mackerel","RCP 8.5","All sectors",1954,0,"By fish group"
"Others","RCP 2.6","All sectors",1954,53502.867369,"By fish group"
"Others","RCP 8.5","All sectors",1954,53777.90666,"By fish group"
"Scats","RCP 2.6","All sectors",1954,45.51089095,"By fish group"
"Scats","RCP 8.5","All sectors",1954,45.4086276,"By fish group"
"Sea catfishes, coblers","RCP 2.6","All sectors",1954,17959.699037,"By fish group"
"Sea catfishes, coblers","RCP 8.5","All sectors",1954,17951.795638,"By fish group"
"Sepia cuttlefishes","RCP 2.6","All sectors",1954,677.0704772,"By fish group"
"Sepia cuttlefishes","RCP 8.5","All sectors",1954,679.7753684,"By fish group"
"Silver biddies","RCP 2.6","All sectors",1954,342.9289102,"By fish group"
"Silver biddies","RCP 8.5","All sectors",1954,342.2810297,"By fish group"
"Silver pomfret","RCP 2.6","All sectors",1954,12208.939917,"By fish group"
"Silver pomfret","RCP 8.5","All sectors",1954,12261.549279,"By fish group"
"Silver sillago","RCP 2.6","All sectors",1954,59.3969939,"By fish group"
"Silver sillago","RCP 8.5","All sectors",1954,58.96661001,"By fish group"
"Slipmouths, ponyfishes","RCP 2.6","All sectors",1954,762.8661273,"By fish group"
"Slipmouths, ponyfishes","RCP 8.5","All sectors",1954,761.1514573,"By fish group"
"Smelt-whitings","RCP 2.6","All sectors",1954,111.4003533,"By fish group"
"Smelt-whitings","RCP 8.5","All sectors",1954,111.1475481,"By fish group"
"Speckled shrimp","RCP 2.6","All sectors",1954,341.9220818,"By fish group"
"Speckled shrimp","RCP 8.5","All sectors",1954,342.669316,"By fish group"
"Stargazers","RCP 2.6","All sectors",1954,12.32454033,"By fish group"
"Stargazers","RCP 8.5","All sectors",1954,12.2969079,"By fish group"
"Threadfins","RCP 2.6","All sectors",1954,2035.7153956,"By fish group"
"Threadfins","RCP 8.5","All sectors",1954,2034.601745,"By fish group"
"Thryssas","RCP 2.6","All sectors",1954,817.60668381,"By fish group"
"Thryssas","RCP 8.5","All sectors",1954,821.32017542,"By fish group"
"Toli shad","RCP 2.6","All sectors",1954,11.01174427,"By fish group"
"Toli shad","RCP 8.5","All sectors",1954,10.96842752,"By fish group"
"Torpedo scad","RCP 2.6","All sectors",1954,437.3241815,"By fish group"
"Torpedo scad","RCP 8.5","All sectors",1954,438.6342963,"By fish group"
"Upeneid goatfishes","RCP 2.6","All sectors",1954,12.58190026,"By fish group"
"Upeneid goatfishes","RCP 8.5","All sectors",1954,12.55364104,"By fish group"
"Whitefin wolf-herring","RCP 2.6","All sectors",1954,1249.495415,"By fish group"
"Whitefin wolf-herring","RCP 8.5","All sectors",1954,1244.543806,"By fish group"
"Yellowfin seabream","RCP 2.6","All sectors",1954,343.0015475,"By fish group"
"Yellowfin seabream","RCP 8.5","All sectors",1954,343.0946638,"By fish group"
"Acetes shrimps","RCP 2.6","Artisanal",1955,763.4665157,"By fish group"
"Acetes shrimps","RCP 8.5","Artisanal",1955,766.4553122,"By fish group"
"Bombay duck","RCP 2.6","Artisanal",1955,7564.683718,"By fish group"
"Bombay duck","RCP 8.5","Artisanal",1955,7612.154136,"By fish group"
"Drums, croakers","RCP 2.6","Artisanal",1955,300.3591789,"By fish group"
"Drums, croakers","RCP 8.5","Artisanal",1955,301.4621912,"By fish group"
"Fourfinger threadfin","RCP 2.6","Artisanal",1955,0,"By fish group"
"Fourfinger threadfin","RCP 8.5","Artisanal",1955,0,"By fish group"
"Hilsa shad","RCP 2.6","Artisanal",1955,3419.678716,"By fish group"
"Hilsa shad","RCP 8.5","Artisanal",1955,3438.704443,"By fish group"
"Indian mackerel","RCP 2.6","Artisanal",1955,69.62624528,"By fish group"
"Indian mackerel","RCP 8.5","Artisanal",1955,74.39277073,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Artisanal",1955,426.5342045,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Artisanal",1955,428.0181818,"By fish group"
"Others","RCP 2.6","Artisanal",1955,4956.410775,"By fish group"
"Others","RCP 8.5","Artisanal",1955,5040.070842,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Artisanal",1955,6935.091824,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Artisanal",1955,6953.519683,"By fish group"
"Silver pomfret","RCP 2.6","Artisanal",1955,7638.397107,"By fish group"
"Silver pomfret","RCP 8.5","Artisanal",1955,7687.256124,"By fish group"
"Threadfins","RCP 2.6","Artisanal",1955,522.7249131,"By fish group"
"Threadfins","RCP 8.5","Artisanal",1955,524.648122,"By fish group"
"Thryssas","RCP 2.6","Artisanal",1955,0.000124464,"By fish group"
"Thryssas","RCP 8.5","Artisanal",1955,0.00012493,"By fish group"
"Bombay duck","RCP 2.6","Industrial",1955,NA,"By fish group"
"Bombay duck","RCP 8.5","Industrial",1955,NA,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Industrial",1955,NA,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Industrial",1955,NA,"By fish group"
"Narrowbarred Spanish mackerel","RCP 2.6","Industrial",1955,NA,"By fish group"
"Narrowbarred Spanish mackerel","RCP 8.5","Industrial",1955,NA,"By fish group"
"Others","RCP 2.6","Industrial",1955,NA,"By fish group"
"Others","RCP 8.5","Industrial",1955,NA,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Industrial",1955,NA,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Industrial",1955,NA,"By fish group"
"Silver pomfret","RCP 2.6","Industrial",1955,NA,"By fish group"
"Silver pomfret","RCP 8.5","Industrial",1955,NA,"By fish group"
"Acetes shrimps","RCP 2.6","Subsistence",1955,1988.593668,"By fish group"
"Acetes shrimps","RCP 8.5","Subsistence",1955,1982.644992,"By fish group"
"Banana prawn","RCP 2.6","Subsistence",1955,12.01442591,"By fish group"
"Banana prawn","RCP 8.5","Subsistence",1955,11.98311221,"By fish group"
"Barramundi","RCP 2.6","Subsistence",1955,344.7656211,"By fish group"
"Barramundi","RCP 8.5","Subsistence",1955,354.0109942,"By fish group"
"Bartail flathead","RCP 2.6","Subsistence",1955,465.2360616,"By fish group"
"Bartail flathead","RCP 8.5","Subsistence",1955,464.7221405,"By fish group"
"Black pomfret","RCP 2.6","Subsistence",1955,362.3062244,"By fish group"
"Black pomfret","RCP 8.5","Subsistence",1955,363.5376366,"By fish group"
"Bombay duck","RCP 2.6","Subsistence",1955,32539.71055,"By fish group"
"Bombay duck","RCP 8.5","Subsistence",1955,32559.45485,"By fish group"
"Chinese silver pomfret","RCP 2.6","Subsistence",1955,543.7748571,"By fish group"
"Chinese silver pomfret","RCP 8.5","Subsistence",1955,542.4365019,"By fish group"
"Commercial shrimps and prawns","RCP 2.6","Subsistence",1955,634.3594757,"By fish group"
"Commercial shrimps and prawns","RCP 8.5","Subsistence",1955,632.9365308,"By fish group"
"Cutlassfishes","RCP 2.6","Subsistence",1955,3186.276461,"By fish group"
"Cutlassfishes","RCP 8.5","Subsistence",1955,3198.933523,"By fish group"
"Drums, croakers","RCP 2.6","Subsistence",1955,15263.20298,"By fish group"
"Drums, croakers","RCP 8.5","Subsistence",1955,15235.85028,"By fish group"
"Fourfinger threadfin","RCP 2.6","Subsistence",1955,1453.165601,"By fish group"
"Fourfinger threadfin","RCP 8.5","Subsistence",1955,1445.234489,"By fish group"
"Garment anchovies","RCP 2.6","Subsistence",1955,2698.593668,"By fish group"
"Garment anchovies","RCP 8.5","Subsistence",1955,2692.520644,"By fish group"
"Giant tiger prawn","RCP 2.6","Subsistence",1955,0.001698693,"By fish group"
"Giant tiger prawn","RCP 8.5","Subsistence",1955,0.0016943,"By fish group"
"Green tiger prawn","RCP 2.6","Subsistence",1955,287.8247108,"By fish group"
"Green tiger prawn","RCP 8.5","Subsistence",1955,286.7949617,"By fish group"
"Grunters","RCP 2.6","Subsistence",1955,213.4920501,"By fish group"
"Grunters","RCP 8.5","Subsistence",1955,213.1326275,"By fish group"
"Herrings, sardines, menhadens","RCP 2.6","Subsistence",1955,8068.398978,"By fish group"
"Herrings, sardines, menhadens","RCP 8.5","Subsistence",1955,8050.672151,"By fish group"
"Hilsa shad","RCP 2.6","Subsistence",1955,345.48928,"By fish group"
"Hilsa shad","RCP 8.5","Subsistence",1955,345.4783895,"By fish group"
"Indian mackerel","RCP 2.6","Subsistence",1955,3.917606955,"By fish group"
"Indian mackerel","RCP 8.5","Subsistence",1955,4.145351984,"By fish group"
"Indian white prawn","RCP 2.6","Subsistence",1955,171.3460724,"By fish group"
"Indian white prawn","RCP 8.5","Subsistence",1955,170.8641363,"By fish group"
"Indo-Pacific prawns","RCP 2.6","Subsistence",1955,1729.593838,"By fish group"
"Indo-Pacific prawns","RCP 8.5","Subsistence",1955,1725.150755,"By fish group"
"Indo-Pacific swamp crab","RCP 2.6","Subsistence",1955,1147.0839,"By fish group"
"Indo-Pacific swamp crab","RCP 8.5","Subsistence",1955,1140.335447,"By fish group"
"Jacks, pompanos","RCP 2.6","Subsistence",1955,332.693882,"By fish group"
"Jacks, pompanos","RCP 8.5","Subsistence",1955,334.0154645,"By fish group"
"Jarbua terapon","RCP 2.6","Subsistence",1955,1441.276746,"By fish group"
"Jarbua terapon","RCP 8.5","Subsistence",1955,1442.692479,"By fish group"
"Johns snapper","RCP 2.6","Subsistence",1955,861.5898028,"By fish group"
"Johns snapper","RCP 8.5","Subsistence",1955,869.2092906,"By fish group"
"Kuruma prawn","RCP 2.6","Subsistence",1955,4712.081213,"By fish group"
"Kuruma prawn","RCP 8.5","Subsistence",1955,4707.708396,"By fish group"
"Mullets, grey mullets","RCP 2.6","Subsistence",1955,3230.002616,"By fish group"
"Mullets, grey mullets","RCP 8.5","Subsistence",1955,3225.477874,"By fish group"
"Others","RCP 2.6","Subsistence",1955,50188.15557,"By fish group"
"Others","RCP 8.5","Subsistence",1955,50387.52139,"By fish group"
"Scats","RCP 2.6","Subsistence",1955,46.93132543,"By fish group"
"Scats","RCP 8.5","Subsistence",1955,46.82576071,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Subsistence",1955,10348.11606,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Subsistence",1955,10328.19196,"By fish group"
"Sepia cuttlefishes","RCP 2.6","Subsistence",1955,697.7673895,"By fish group"
"Sepia cuttlefishes","RCP 8.5","Subsistence",1955,700.5391782,"By fish group"
"Silver biddies","RCP 2.6","Subsistence",1955,352.1280863,"By fish group"
"Silver biddies","RCP 8.5","Subsistence",1955,351.4765624,"By fish group"
"Silver pomfret","RCP 2.6","Subsistence",1955,4704.301997,"By fish group"
"Silver pomfret","RCP 8.5","Subsistence",1955,4710.878394,"By fish group"
"Silver sillago","RCP 2.6","Subsistence",1955,61.01799071,"By fish group"
"Silver sillago","RCP 8.5","Subsistence",1955,60.57970722,"By fish group"
"Slipmouths, ponyfishes","RCP 2.6","Subsistence",1955,786.8164435,"By fish group"
"Slipmouths, ponyfishes","RCP 8.5","Subsistence",1955,785.0468055,"By fish group"
"Smelt-whitings","RCP 2.6","Subsistence",1955,114.4405681,"By fish group"
"Smelt-whitings","RCP 8.5","Subsistence",1955,114.1793448,"By fish group"
"Speckled shrimp","RCP 2.6","Subsistence",1955,139.8294881,"By fish group"
"Speckled shrimp","RCP 8.5","Subsistence",1955,145.5091438,"By fish group"
"Stargazers","RCP 2.6","Subsistence",1955,12.69919111,"By fish group"
